post_id,source,created_at,match_name,text_raw,text_clean,language,language_group,is_valid,ingestion_timestamp,match_id,lang,sentiment_label,sentiment_score,sentiment_method,topic_id,topic_label,topic_method,processed_at
cc19e6787acfc51c2072c7d70d82c02d9876b0b9a1fc8b89faf1b6428a7727ef,Twitter for iPhone,2022-11-20 23:58:41,FIFA World Cup 2022,Worth reading while watching #WorldCup2022 https://t.co/1SQrNa2dYU,worth reading while watching worldcup2022,unknown,other,True,2026-07-02 13:30:15.710763,fifa_world_cup_2022,other,positif,0.4795816540718078,hugging_face_xlm_roberta,26,watching / talk / bbcworldcup / bottle,bertopic_sample,2026-07-03 00:33:02.763910
67d8b318424eae7abdb356234ee2b283f33c29140f891671ce58d0f91280ab91,Twitter for iPhone,2022-11-20 23:49:02,FIFA World Cup 2022,Let’s direct the same passion we pour into #WorldCup2022 toward #NetZero #BanFossilFuel #ClimateCrisis so our children can still live on this planet! https://t.co/XPbpktVc4u,let s direct the same passion we pour into worldcup2022 toward netzero banfossilfuel climatecrisis so our children can still live on this planet,en,en,True,2026-07-02 13:30:15.710763,fifa_world_cup_2022,en,positif,0.3637683093547821,hugging_face_xlm_roberta,-1,autre,bertopic_sample,2026-07-03 00:33:02.763910
dd3998d7da6b2f214df4a9e1c33b7609c6f592d72f518eff567cdc08ef943927,Twitter for iPhone,2022-11-20 23:42:45,FIFA World Cup 2022,"@MEXC_Global World Cup + England
#MEXCWorldCup01 #WorldCup2022",world cup england mexcworldcup01 worldcup2022,en,en,True,2026-07-02 13:30:15.710763,fifa_world_cup_2022,en,neutre,0.7035568356513977,hugging_face_xlm_roberta,13,portugal / mexcworldcup01 / brazil / argentina,bertopic_sample,2026-07-03 00:33:02.763910
b6cf58352b2d2ef50514c8329b4dfaba3aa374e8e960f73963cc121809ab3ee3,Twitter for Android,2022-11-20 23:36:58,FIFA World Cup 2022,"The #WorldCup2022 being held during the winter is strange, but it's helping me cope with @AustinFC withdrawals.",the worldcup2022 being held during the winter is strange but it s helping me cope with withdrawals,en,en,True,2026-07-02 13:30:15.710763,fifa_world_cup_2022,en,positif,0.4523659944534302,hugging_face_xlm_roberta,68,marketing / bored / my / boring,bertopic_sample,2026-07-03 00:33:02.763910
2200ca2da2fc6aa2af6e016cece6b8fd6ba2e67bf3f6674047e2708daae8c3a8,Twitter Web App,2022-11-20 23:36:12,FIFA World Cup 2022,"Ian Wright: ""I'd take the fine for that [wearing the armband]"".

And a yellow card, Ian?

Nah. Lol.

#ITVFootball #WorldCup #WorldCup2022",ian wright i d take the fine for that wearing the armband and a yellow card ian nah lol itvfootball worldcup worldcup2022,en,en,True,2026-07-02 13:30:15.710763,fifa_world_cup_2022,en,neutre,0.4197973310947418,hugging_face_xlm_roberta,58,crimes / ian / genuine / west,bertopic_sample,2026-07-03 00:33:02.763910
496831a20f3596db3d5f62b098355dc695b7c38e3ab2b82f4d506c8689694413,Twitter for Android,2022-11-20 23:33:02,FIFA World Cup 2022,"@England @wembleystadium Come on England ♥️♥️♥️♥️♥️♥️♥️
Bring it home 🙌 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿 #FIFAWorldCup #WorldCup2022 #QatarWorldCup2022 #ThreeLions #England",come on england bring it home fifaworldcup worldcup2022 qatarworldcup2022 threelions england,unknown,other,True,2026-07-02 13:30:15.710763,fifa_world_cup_2022,other,positif,0.5570095181465149,hugging_face_xlm_roberta,70,england / home / coming / come,bertopic_sample,2026-07-03 00:33:02.763910
fa116487aa25aa16298fc25b47c1571f561aa386ee3d31a72c948b3efde268f6,Twitter for Android,2022-11-20 23:29:09,FIFA World Cup 2022,"A little over $13000 in transactions one day since we launched our #Web3 fantasy management platform https://t.co/DGGWG92U45 Probably users keep falling for the design of our logo provided by @logologydesign by @dagorenouf 😊
#crypto #blokchain #p2e #WorldCup2022",a little over 13000 in transactions one day since we launched our web3 fantasy management platform probably users keep falling for the design of our logo provided by by crypto blokchain p2e worldcup2022,en,en,True,2026-07-02 13:30:15.710763,fifa_world_cup_2022,en,neutre,0.5082796216011047,hugging_face_xlm_roberta,24,crypto / eth / blockchain / binance,bertopic_sample,2026-07-03 00:33:02.763910
b369742dcaa74978a6d7a0d2857ab3f828b9229cdcea291ae18522a340c37c56,Twitter for Android,2022-11-20 23:22:54,FIFA World Cup 2022,"does anyone find it weird?
#WorldCup2022
#WorldCup
#FIFAWorldCup   
#QatarWorldCup2022 https://t.co/QcTEkjDubh",does anyone find it weird worldcup2022 worldcup fifaworldcup qatarworldcup2022,unknown,other,True,2026-07-02 13:30:15.710763,fifa_world_cup_2022,other,négatif,0.6785967946052551,hugging_face_xlm_roberta,4,worst / like / qatar / players,bertopic_sample,2026-07-03 00:33:02.763910
c04349f319ffd10822ad5f6ce9be16bcda962113367af63bd85f041e1c6b665f,Twitter Web App,2022-11-20 23:18:21,FIFA World Cup 2022,Italy will win the world cup #WorldCup2022 #FIFAWorldCup2022 https://t.co/RZ0uKWjGrP,italy will win the world cup worldcup2022 fifaworldcup2022,en,en,True,2026-07-02 13:30:15.710763,fifa_world_cup_2022,en,neutre,0.5013338327407837,hugging_face_xlm_roberta,-1,autre,bertopic_sample,2026-07-03 00:33:02.763910
1498982304c2cb15979264d06c2491503fad3d6ea49c03cc0320bcaddc0b0961,Twitter for Android,2022-11-20 23:18:04,FIFA World Cup 2022,Check out Christian Pulisic - 2016-17 Panini Donruss Debut Gold Parallel No. 224 - HGA 9.0 https://t.co/BJWigLTymZ #eBay via @eBay #WorldCup #WorldCup2022 #WorldcupQatar2022,check out christian pulisic 2016 17 panini donruss debut gold parallel no 224 hga 9 0 ebay via worldcup worldcup2022 worldcupqatar2022,unknown,other,True,2026-07-02 13:30:15.710763,fifa_world_cup_2022,other,neutre,0.5679592490196228,hugging_face_xlm_roberta,64,thanks / price / passed / traders,bertopic_sample,2026-07-03 00:33:02.763910
